"name","race","sex","called","educ","exp","honors","volunteer","cvquality","city","fracblack","fracdropout","logincome"
"Anne","White","Female","No","Some college",21,"No","Yes","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Emily","White","Female","No","Some college",8,"No","No","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Tamika","Black","Female","No","College +",8,"No","No","High","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Anne","White","Female","No","College +",5,"No","Yes","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Emily","White","Female","No","College +",10,"No","Yes","High","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Jermaine","Black","Male","No","Highschool dropout",4,"No","No","Low","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Latonya","Black","Female","No","College +",21,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Latonya","Black","Female","No","Some college",7,"No","Yes","High","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Laurie","White","Female","No","College +",5,"No","No","Low","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Aisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Meredith","White","Female","No","College +",6,"No","No","Low","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Sarah","White","Female","No","College +",7,"No","Yes","High","Chicago",NA,NA,NA
"Tanisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Brett","White","Male","No","College +",5,"No","Yes","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Leroy","Black","Male","No","College +",5,"No","No","High","Chicago",NA,NA,NA
"Brendan","White","Male","No","College +",6,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Geoffrey","White","Male","No","College +",4,"No","No","Low","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Jamal","Black","Male","No","College +",2,"No","No","Low","Chicago",0.684576749801636,0.276015043258667,8.69567394256592
"Kareem","Black","Male","No","College +",2,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Matthew","White","Male","Yes","College +",11,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Tremayne","Black","Male","No","College +",11,"No","Yes","High","Chicago",NA,NA,NA
"Anne","White","Female","No","Some college",1,"No","No","Low","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Kenya","Black","Female","No","Highschool",18,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Laurie","White","Female","No","College +",9,"No","Yes","High","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Tanisha","Black","Female","No","Some college",2,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Anne","White","Female","No","College +",8,"No","Yes","High","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Jill","White","Female","No","College +",4,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Keisha","Black","Female","No","Not reported",4,"No","No","Low","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Kristen","White","Female","No","College +",5,"No","No","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Lakisha","Black","Female","No","College +",9,"No","Yes","High","Chicago",0.988519906997681,0.193837136030197,9.37245941162109
"Latonya","Black","Female","No","College +",5,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Aisha","Black","Female","No","College +",2,"No","No","Low","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Anne","White","Female","No","College +",4,"No","No","High","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Kristen","White","Female","No","College +",3,"No","No","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Matthew","White","Male","No","Highschool dropout",4,"No","Yes","High","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Tamika","Black","Female","No","College +",1,"No","Yes","High","Chicago",0.0781422555446625,0.153909876942635,9.61065864562988
"Tanisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Aisha","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Allison","White","Female","No","College +",5,"No","Yes","High","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Lakisha","Black","Female","No","College +",4,"No","No","Low","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Sarah","White","Female","No","College +",4,"No","No","Low","Chicago",0.989359557628632,0.274150967597961,8.70632457733154
"Aisha","Black","Female","No","College +",3,"No","No","Low","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Emily","White","Female","No","College +",6,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Keisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Kenya","Black","Female","No","College +",4,"No","Yes","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Laurie","White","Female","No","College +",5,"No","No","High","Chicago",NA,NA,NA
"Sarah","White","Female","No","College +",2,"No","No","Low","Chicago",0.104300543665886,0.101334653794765,10.5403289794922
"Allison","White","Female","No","College +",3,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Emily","White","Female","No","College +",4,"No","No","Low","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Tamika","Black","Female","No","College +",3,"No","No","Low","Chicago",NA,NA,NA
"Tanisha","Black","Female","No","College +",8,"No","Yes","High","Chicago",0.0781422555446625,0.153909876942635,9.61065864562988
"Carrie","White","Female","No","College +",5,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Kenya","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Sarah","White","Female","No","Some college",2,"No","Yes","High","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Tanisha","Black","Female","No","Some college",5,"No","No","Low","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Allison","White","Female","No","Some college",20,"No","Yes","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Darnell","Black","Male","No","Some college",6,"No","Yes","High","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Ebony","Black","Female","No","College +",5,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Jay","White","Male","No","Highschool",4,"No","Yes","High","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Jill","White","Female","No","College +",3,"No","No","Low","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Keisha","Black","Female","No","Some college",2,"No","Yes","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Laurie","White","Female","No","Highschool",3,"No","Yes","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Sarah","White","Female","No","Some college",5,"No","Yes","High","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Tamika","Black","Female","No","Some college",16,"No","No","High","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Tanisha","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Aisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Allison","White","Female","No","College +",12,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Brett","White","Male","No","Some college",6,"No","No","Low","Chicago",0.000904412940144539,0.127147987484932,10.074200630188
"Jermaine","Black","Male","No","College +",5,"No","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Jill","White","Female","No","Some college",3,"No","Yes","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Keisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Anne","White","Female","No","College +",6,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Latonya","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Laurie","White","Female","No","Some college",3,"No","Yes","High","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Tanisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Aisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Carrie","White","Female","No","Some college",21,"No","Yes","High","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Kristen","White","Female","No","Some college",6,"No","No","Low","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Tamika","Black","Female","No","Some college",3,"No","Yes","High","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Brendan","White","Male","No","Highschool",6,"No","Yes","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Carrie","White","Female","No","College +",5,"No","Yes","High","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Lakisha","Black","Female","No","Some college",4,"No","Yes","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Latonya","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Latoya","Black","Female","No","College +",4,"No","No","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Meredith","White","Female","No","College +",4,"No","No","Low","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Brett","White","Male","No","Some college",3,"No","Yes","High","Chicago",0.104300543665886,0.101334653794765,10.5403289794922
"Latonya","Black","Female","No","College +",9,"Yes","Yes","High","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Anne","White","Female","No","Some college",2,"No","No","High","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Emily","White","Female","No","College +",4,"No","No","Low","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Latoya","Black","Female","No","College +",11,"No","No","Low","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Tamika","Black","Female","No","College +",7,"No","No","High","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Carrie","White","Female","No","Some college",4,"No","Yes","High","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Latonya","Black","Female","No","Highschool",20,"No","No","Low","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Laurie","White","Female","No","Highschool",4,"No","No","Low","Chicago",0.988519906997681,0.193837136030197,9.37245941162109
"Tremayne","Black","Male","No","College +",7,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Aisha","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Carrie","White","Female","No","College +",6,"No","Yes","High","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Carrie","White","Female","No","College +",12,"Yes","No","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Emily","White","Female","No","Some college",9,"No","No","Low","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Jill","White","Female","No","College +",5,"No","Yes","Low","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Kenya","Black","Female","No","Some college",10,"No","No","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Latonya","Black","Female","No","College +",15,"No","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Tanisha","Black","Female","No","Some college",4,"No","No","Low","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Allison","White","Female","Yes","College +",5,"No","No","Low","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Carrie","White","Female","No","College +",10,"No","No","High","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Ebony","Black","Female","No","College +",9,"Yes","No","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Leroy","Black","Male","Yes","College +",4,"Yes","No","Low","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Anne","White","Female","No","College +",26,"No","No","Low","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Anne","White","Female","No","College +",8,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Brad","White","Male","No","College +",18,"No","Yes","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Brett","White","Male","No","College +",14,"No","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Brett","White","Male","No","College +",8,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
